id,powerID,name,description,rarity,image
Addon_ReverseBearTrap_InterlockingRazor,Item_Slasher_ReverseBearTrap,Interlocking Razor,A modification to the Jigsaw Box: The addition of interlocking razor blades makes it impossible to move suddenly in the Jigsaw Box without suffering the consequences.<br><br>Failing a Jigsaw Box skill check while injured will inflict <b>Deep Wound</b> on Survivor.<br><br>Deep Wound will put a Survivor in the dying state unless it is mended before the timer runs out.,Common,images/ItemAddons/Finland/iconAddon_interlockingRazor.png
Addon_ReverseBearTrap_JigsawsAnnotatedPlan,Item_Slasher_ReverseBearTrap,Jigsaw's Annotated Plan,"A disturbing, yet brilliant, trap design laid down on paper and annotated by Jigsaw.<br><br><b>Increases</b> available Reverse Bear Traps by <b>1</b>.<b>Increases</b> Reverse Bear Trap death timer by <b>10 seconds</b>.Whenever a generator is completed, <b>10 seconds</b> is removed from the death timer of all active Reverse Bear Traps.",Rare,images/ItemAddons/Finland/iconAddon_jigsawsAnnotatedPlan.png
Addon_ReverseBearTrap_JigsawsSketch,Item_Slasher_ReverseBearTrap,Jigsaw's Sketch,"A disturbing, yet brilliant, trap design sketched in details on a sheet of paper.<br><br><b>Increases</b> available Reverse Bear Traps by <b>1</b>.When a Survivor with a Reverse Bear Trap is working on a generator, that generator's aura is revealed to you.",Very Rare,images/ItemAddons/Finland/iconAddon_jigsawsSketch.png
Addon_ReverseBearTrap_JohnMedicalFile,Item_Slasher_ReverseBearTrap,John's Medical File,The medical file of a cancerous man. Fills the reader with dread and recklessness.<br><br><b>Increases</b> crouched move speed by <b>6%</b>.,Common,images/ItemAddons/Finland/iconAddon_johnsMedicalFile.png
Addon_ReverseBearTrap_LastWill,Item_Slasher_ReverseBearTrap,Last Will,"A latched wooden box with a satin lining, offered as part of a last will.<br><br><b>Increases Ambush</b> attack movement speed by <b>6%</b>.<b>Increases</b> time to charge <b>Ambush</b> attack by <b>33%</b>.",Uncommon,images/ItemAddons/Finland/iconAddon_lastWill.png
Addon_ReverseBearTrap_RazorWires,Item_Slasher_ReverseBearTrap,Razor Wires,A modification to the Jigsaw Box: The addition of razor sharp wires makes it extra difficult and potentially painful to search.<br><br>Jigsaw Box skill check success zones are smaller.Failing a Jigsaw Box skill check while uninjured will injure the Survivor.,Uncommon,images/ItemAddons/Finland/iconAddon_razerWire.png
Addon_ReverseBearTrap_RuleSetN2,Item_Slasher_ReverseBearTrap,Rule Set No.2,Not all games need to have the same rules.<br><br><b>Disables</b> the Survivors' ability to see Jigsaw Boxes highlighted until their Trap is activated.,Rare,images/ItemAddons/Finland/iconAddon_rulesSetN2.png
Addon_ReverseBearTrap_RustyAttachments,Item_Slasher_ReverseBearTrap,Rusty Attachments,"A modification to the Reverse Bear Trap: Mouth spikes, covered with crusty and volatile rust spots that make injuries particularly difficult to heal.<br><br>Reverse Bear Traps inflict <b>Mangled</b> until removed.<br><br>Mangled increases time required to heal by 25% and lasts until fully healed.",Rare,images/ItemAddons/Finland/iconAddon_rustyAttachments.png
Addon_ReverseBearTrap_ShatteredSyringe,Item_Slasher_ReverseBearTrap,Shattered Syringe,Symbol of a broken way of life. Reminiscing about her past-self hardens her determination.<br><br><b>Decreases Ambush</b> attack miss cooldown by <b>25%</b>.,Common,images/ItemAddons/Finland/iconAddon_shatteredSyringe.png
Addon_ReverseBearTrap_SlowReleasingToxin,Item_Slasher_ReverseBearTrap,Slow-Release Toxin,A modification to the Reverse Bear Trap: A poison that is not fatal but weakens the body and makes it nearly impossible to recover fully from any effort.<br><br>Reverse Bear Traps inflict <b>Exhausted</b> until removed.<br><br>Exhausted prevents Survivors from activating exhausting perks.,Rare,images/ItemAddons/Finland/iconAddon_slowReleaseToxin.png
Addon_ReverseBearTrap_TamperedTimer,Item_Slasher_ReverseBearTrap,Tampered Timer,A timer that has been fiddled with. A spring in the mechanism forces the gears to turn faster.<br><br><b>Decreases</b> the Reverse Bear Trap death timer by <b>20 seconds</b>.,Very Rare,images/ItemAddons/Finland/iconAddon_tamperedTimer.png
Addon_ReverseBearTrap_UtilityBlades,Item_Slasher_ReverseBearTrap,Utility Blades,"A modification to the Reverse Bear Trap: Sharp blades attached to the trap's interior lacerate the victim with every movement.<br><br>Reverse Bear Traps inflict <b>Hemorrhage</b> until removed.<br><br>Hemorrhage&nbsp;regresses healing progress when not healing, and increases blood trails left by injured survivors.",Uncommon,images/ItemAddons/Finland/iconAddon_utilityBlades.png
Addon_ReverseBearTrap_VideoTape,Item_Slasher_ReverseBearTrap,Video Tape,"A recording of Jigsaw, explaining the game's rules to Amanda. Reminiscing about her past-self hardens her determination.<br><br>Survivors begin the trial with Reverse Bear Traps installed.",Ultra Rare,images/ItemAddons/Finland/iconAddon_videoTape.png
Addon_ReverseBearTrap_WorkshopGrease,Item_Slasher_ReverseBearTrap,Workshop Grease,"A simple tube of grease, used to lubricate the mechanisms of the hidden blade.<br><br><b>Increases Ambush</b> attack charge speed by <b>50%</b>.<b>Decreases Ambush</b> attack miss cooldown by <b>25%</b>.",Uncommon,images/ItemAddons/Finland/iconAddon_workshopGrease.png
Addon_Rush_AdrenalineVial,Item_Slasher_K21Power,Adrenaline Vial,"A hormone removed from an unwilling subject’s adrenal gland.&nbsp;Though it provides a jolt of energy, it can fatigue its user.<br><br><b>Decreases</b> time to recharge a <b>Rush</b> token by <b>1 second</b>.<b>Increases</b> Rushing speed by <b>10%</b>.<b>Increases</b> maximum <b>Rush</b> tokens by <b>2</b>.<b>Increases</b> maximum look angle while Rushing by <b>20 degrees</b>.<b>Decreases</b> turn rate while Rushing by <b>55%</b>.",Rare,images/ItemAddons/Yemen/iconAddon_adrenalineVial.png
Addon_Rush_AlchemistsRing,Item_Slasher_K21Power,Alchemist’s Ring,A ring given to chemists graduating from the London School of Medicine.&nbsp;It’s a reminder of unrestrained ambition.<br><br>Hitting a Survivor with a <b>Lethal Rush</b> attack will instantly recharge all <b>Rush</b> tokens.,Very Rare,images/ItemAddons/Yemen/iconAddon_alchemistsRing.png
Addon_Rush_BlightedCrow,Item_Slasher_K21Power,Blighted Crow,A dead crow that has been grotesquely mutated by blight serum.<br><br><b>Increases</b>&nbsp;speed while Rushing by <b>6%</b> for each consecutive <b>Rush</b>.,Rare,images/ItemAddons/Yemen/iconAddon_blightedCrow.png
Addon_Rush_BlightedRat,Item_Slasher_K21Power,Blighted Rat,"A rat that briefly returned to life&nbsp;when injected with serum,&nbsp;becoming&nbsp;aggressive and uncontrollable.<br><br><b>Increases</b>&nbsp;speed while Rushing by <b>4%</b> for each consecutive <b>Rush</b>.",Uncommon,images/ItemAddons/Yemen/iconAddon_blightedRat.png
Addon_Rush_CankerThorn,Item_Slasher_K21Power,Canker Thorn,A&nbsp;sizable thorn snipped from a visceral canker.&nbsp;It secretes a mild toxin.<br><br><b>Decreases</b> recovery time after Rushing by <b>0.5 seconds</b>.,Uncommon,images/ItemAddons/Yemen/iconAddon_cankerThorn.png
Addon_Rush_ChippedMonocle,Item_Slasher_K21Power,Chipped Monocle,A monocle Talbot rarely used despite his eyesight weakening in later years.<br><br>Displays the target location of&nbsp;a&nbsp;Slam.,Common,images/ItemAddons/Yemen/iconAddon_chippedMonocle.png
Addon_Rush_CompoundSeven,Item_Slasher_K21Power,Compound Seven,This early sample failed to achieve desired results but demonstrated surprising effects regardless.<br><br>Automatically face the nearest Survivor within <b>16 meters</b> after a Slam.,Common,images/ItemAddons/Yemen/iconAddon_compoundSeven.png
Addon_Rush_CompoundThirtyThree,Item_Slasher_K21Power,Compound Thirty-Three,"Talbot’s&nbsp;penultimate&nbsp;attempt at a serum. Though it did not facilitate his escape, it did have&nbsp;powerful&nbsp;side effects.<br><br>Any Survivor within&nbsp;<b>16&nbsp;meters</b>&nbsp;of&nbsp;a&nbsp;Slam&nbsp;will be <b>Hindered</b> by <b>3%</b> for <b>3 seconds</b>.Slamming pallets or breakable walls will destroy them and stun <b>The Blight</b> for <b>1.5 seconds.</b><br><br>Hindered reduces Survivor movement speed.",Ultra Rare,images/ItemAddons/Yemen/iconAddon_compoundThirtyThree.png
Addon_Rush_CompoundTwentyOne,Item_Slasher_K21Power,Compound Twenty-One,A serum that's fatal to humans.&nbsp;It evokes beneficial qualities in those who are... something more.<br><br>Reveals the auras of all Survivors within <b>8 meters</b> for <b>3 seconds</b> after a Slam.,Rare,images/ItemAddons/Yemen/iconAddon_compoundTwentyOne.png
Addon_Rush_Foxglove,Item_Slasher_K21Power,Foxglove,A poisonous plant that sparked Talbot’s interest in chemistry. It rekindles&nbsp;deeply buried memories.<br><br><b>Decreases</b> <b>Rush</b> recovery time by <b>0.25 seconds</b>.,Common,images/ItemAddons/Yemen/iconAddon_foxglove.png
Addon_Rush_IridescentBlightTag,Item_Slasher_K21Power,Iridescent Blight Tag,"A glass-like laboratory tag, molded from The Fog itself. Either a gift from The Entity or a cruel jest to tag The Blight as he once did to others.<br><br>While all <b>Rush</b> tokens have been used, a <b>Lethal Rush</b> attack hit will put a Survivor into the dying state.",Ultra Rare,images/ItemAddons/Yemen/iconAddon_iridescentBlightTag.png
Addon_Rush_PlaceboTablet,Item_Slasher_K21Power,Placebo Tablet,A pill that’s utterly ineffective... or is it?<br><br><b>Decreases</b> movement speed while Rushing by <b>15%</b>.Gain <b>100% bonus Bloodpoints</b> on <b>Rush</b> score events.,Common,images/ItemAddons/Yemen/iconAddon_placeboTablet.png
Addon_Rush_PlagueBile,Item_Slasher_K21Power,Plague Bile,"A sample of The Plague’s bile,&nbsp;distilled and treated with a mixture of chemicals.<br><br><b>Increases</b> turn rate while Rushing by <b>10%</b>.",Uncommon,images/ItemAddons/Yemen/iconAddon_plagueBile.png
Addon_Rush_PustulaDust,Item_Slasher_K21Power,Pustula Dust,Dried&nbsp;pustula&nbsp;petals ground into a fine dust.<br><br><b>Increases</b> maximum Slam duration by <b>0.75 seconds</b>.,Uncommon,images/ItemAddons/Yemen/iconAddon_pustulaDust.png
Addon_Rush_RoseTonic,Item_Slasher_K21Power,Rose Tonic,A mixture made with dried roses from the&nbsp;exceedingly&nbsp;rare New Moon Bouquet.<br><br><b>Increases</b> maximum&nbsp;Slam&nbsp;duration by <b>1 second</b>.,Rare,images/ItemAddons/Yemen/iconAddon_roseTonic.png
Addon_Rush_ShreddedNotes,Item_Slasher_K21Power,Shredded Notes,"The remnants of Talbot’s notes, they still contain some valuable information within.<br><br><b>Decreases</b> maximum <b>Rush</b> tokens by <b>1.</b><b>Decreases</b> time to recharge a <b>Rush</b> token by <b>0.33 seconds</b>.",Uncommon,images/ItemAddons/Yemen/iconAddon_shreddedNotes.png
Addon_Rush_SoulChemical,Item_Slasher_K21Power,Soul Chemical,A chemical squeezed from the pineal gland of a recently deceased Survivor.<br><br>Trigger a <b>difficult</b> skill check for any healing or repairing Survivor within <b>16 meters</b> while Rushing.Does not trigger for Survivors in range at the start of the <b>Rush</b>.,Very Rare,images/ItemAddons/Yemen/iconAddon_soulChemical.png
Addon_Rush_SummoningStone,Item_Slasher_K21Power,Summoning Stone,Talbot used this stone to carve what he believed was his research into the opium den’s walls.<br><br>Hitting&nbsp;a&nbsp;Survivor with a&nbsp;<b>Lethal Rush</b> attack&nbsp;will call upon&nbsp;The Entity to block pallets from being pulled down within a <b>16 meter</b>&nbsp;radius of your location for <b>15&nbsp;seconds</b>.,Very Rare,images/ItemAddons/Yemen/iconAddon_summoningStone.png
Addon_Rush_UmbraSalts,Item_Slasher_K21Power,Umbra Salts,"Regular sea salt that has&nbsp;momentarily&nbsp;passed through the&nbsp;spirit&nbsp;world,&nbsp;altering its properties&nbsp;in the process.<br><br><b>Increases</b> turn rate while Rushing by <b>15%</b>.",Rare,images/ItemAddons/Yemen/iconAddon_umbraSalts.png
Addon_Rush_VigosJournal,Item_Slasher_K21Power,Vigo's Journal,"The journal of a&nbsp;man who claimed to have returned from the Void.&nbsp;The knowledge within has&nbsp;practical applications.<br><br>Grants <b>Undetectable</b>&nbsp;while&nbsp;Rushing.<br><br>Undetectable hides the Killer's aura, terror radius and red stain.",Very Rare,images/ItemAddons/Yemen/iconAddon_vigosJournal.png
Addon_Spark_CalmClassI,Item_Slasher_Killer07Item,"""Calm"" - Class I","An ECT procedure using a deep wavelength that soothes various mental illness. With Carter's Spark as its source, this procedure can cause mild anxiety in the patient.<br><br><b>Increases Terror Radius</b> by <b>4 meters</b> while <b>Static Blast</b> is ready.<b>Decreases Terror Radius</b> by <b>4 meters</b> while <b>Static Blast</b> is on cooldown.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Calm</i>:<br><br><b>Madness II</b>: Intermittently causes Survivors to hear a distant <i>illusionary Terror Radius</i>.<b>Madness III</b>: Constantly causes Survivors to hear a distant <i>illusionary Terror Radius</i>.",Common,images/ItemAddons/DLC4/iconAddon_calmClassI.png
Addon_Spark_CalmClassII,Item_Slasher_Killer07Item,"""Calm"" - Class II","A risky ECT procedure using a deep wavelength that soothes various mental illness. With Carter's Spark as its source, this procedure can cause moderate anxiety in the patient.<br><br><b>Increases Terror Radius</b> by <b>6 meters</b> while <b>Static Blast</b> is ready.<b>Decreases Terror Radius</b> by <b>6 meters</b> while <b>Static Blast</b> is on cooldown.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Calm</i>:<br><br><b>Madness II</b>: Intermittently causes Survivors to hear a distant <i>illusionary Terror Radius</i>.<b>Madness III</b>: Constantly causes Survivors to hear a distant <i>illusionary Terror Radius</i>.",Uncommon,images/ItemAddons/DLC4/iconAddon_calmClassII.png
Addon_Spark_CalmMuYisNotes,Item_Slasher_Killer07Item,"""Calm"" - Carter's Notes","An experimental version of the ECT procedure annotated by Doctor Herman Carter himself. Uses a deep wavelength that soothes various mental illness. With Carter's Spark as its source, this procedure causes uncontrollable fear and anxiety in the patient.<br><br><b>Increases Terror Radius</b> by <b>8 meters</b> while <b>Static Blast</b> is ready.<b>Decreases Terror Radius</b> by <b>8 meters</b> while <b>Static Blast</b> is on cooldown.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Calm</i>:<br><br><b>Madness II</b>: Intermittently causes Survivors to hear a distant <i>illusionary Terror Radius</i>.<b>Madness III</b>: Constantly causes Survivors to hear a distant <i>illusionary Terror Radius</i>.",Very Rare,images/ItemAddons/DLC4/iconAddon_calmCartersNotes.png
Addon_Spark_DisciplineClassII,Item_Slasher_Killer07Item,"""Discipline"" - Class II","Project Awakening ECT procedure for disciplinary action which uses a fixed dose at high voltage. Can cause a state of moderate paranoia in the patient.<br><br><b>Decreases</b> the detonation delay of <b>Shock Therapy</b> by <b>10%</b>.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Discipline</i>:<br><br><b>Madness II</b>: While in a chase, Survivors perceive an <i>illusionary Red Stain</i> and <i>Terror Radius</i> as though <b>The Doctor</b> were directly behind them. This effect persists for <b>6 seconds</b> after the chase ends.<b>Madness III</b>: <i>Illusionary Red Stain</i> and <i>Terror Radius</i> are constantly active.<b>The Doctor</b> also sees the <i>illusionary Red Stain</i>.",Uncommon,images/ItemAddons/DLC4/iconAddon_diciplineClassII.png
Addon_Spark_DisciplineClassIII,Item_Slasher_Killer07Item,"""Discipline"" - Class III","Project Awakening ECT procedure for disciplinary action which uses a fixed dose at very high voltage. Can cause a state of serious paranoia in the patient.<br><br><b>Decreases</b> the detonation delay of <b>Shock Therapy</b> by <b>20%</b>.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Discipline</i>:<br><br><b>Madness II</b>: While in a chase, Survivors perceive an <i>illusionary Red Stain</i> and <i>Terror Radius</i> as though <b>The Doctor</b> were directly behind them. This effect persists for <b>6 seconds</b> after the chase ends.<b>Madness III</b>: <i>Illusionary Red Stain</i> and <i>Terror Radius</i> are constantly active.<b>The Doctor</b> also sees the <i>illusionary Red Stain</i>.",Rare,images/ItemAddons/DLC4/iconAddon_diciplineClassIII.png
Addon_Spark_DisciplineMuYisNotes,Item_Slasher_Killer07Item,"""Discipline"" - Carter's Notes","Project Awakening ECT procedure for disciplinary action, annotated by Doctor Herman Carter himself. The intolerably high voltage leaves the patient in a severe state of paranoia.<br><br><b>Decreases</b> the detonation delay of <b>Shock Therapy</b> by <b>30%</b>.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Discipline</i>:<br><br><b>Madness II</b>: While in a chase, Survivors perceive an <i>illusionary Red Stain</i> and <i>Terror Radius</i> as though <b>The Doctor</b> were directly behind them. This effect persists for <b>6 seconds</b> after the chase ends.<b>Madness III</b>: <i>Illusionary Red Stain</i> and <i>Terror Radius</i> are constantly active.<b>The Doctor</b> also sees the <i>illusionary Red Stain</i>.",Very Rare,images/ItemAddons/DLC4/iconAddon_diciplineCartersNotes.png
Addon_Spark_HighStimulusElectrode,Item_Slasher_Killer07Item,High Stimulus Electrode,An experimental electrode that can withstand very-high charges for a longer period of time.<br><br><b>Increases</b> the range of <b>Shock Therapy</b> by <b>4 meters</b>.,Rare,images/ItemAddons/DLC4/iconAddon_highStimulusElectrode.png
Addon_Spark_IridescentGeneral,Item_Slasher_Killer07Item,Iridescent King,"A glass-like king chess piece molded from The Fog Itself. The Entity's trace reverberating within can break the most powerful minds.<br><br>Survivors with <b>Madness</b> status effect suffer from the following <i>Afflictions: Calm, Discipline, Order,</i> and <i>Restraint</i>.Causes Survivors to hear a distant <i>illusionary Terror Radius</i>. The effect is intermittent in <b>Madness II</b> and constant in <b>Madness III</b>.While in a chase, Survivors perceive an <i>illusionary Red Stain</i> and <i>Terror Radiu</i>s as though <b>The Doctor</b> were directly behind them. This effect persists for <b>6 seconds</b> after the chase ends in <b>Madness II</b> and is constantly active in <b>Madness III</b>.Broken pallets may appear to be replaced with <i>illusionary pallets</i> that persist until approached. A new <i>illusionary pallets</i> is generated at the location of a random broken pallet every <b>20 seconds</b>.<b>Increases</b> the duration of <i>illusionary Doctor hallucinations</i> by <b>6 seconds</b>.<b>The Doctor</b> sees <i>illusionary Red Stains</i> as well as the auras of <i>illusionary Doctors and illusionary pallets</i>.",Ultra Rare,images/ItemAddons/DLC4/iconAddon_iridescentKing.png
Addon_Spark_JadeCharm,Item_Slasher_Killer07Item,Iridescent Queen,"A glass-like queen chess piece molded from The Fog itself. It can't be touched without receiving a considerable jolt of electricity.<br><br>All Survivors struck by <b>Shock Therapy</b> or <b>Static Blast</b> acquire a lingering Static Charge. The Static Charge remains with The Survivor(s) until <i>discharged</i>.Multiple Survivors struck by the same <b>Shock Therapy</b> or <b>Static Blast</b> that are within <b>4 meters</b> of each other do not acquire a Static Charge.Any time a Survivor is within <b>4 meters</b> of another Survivor carrying a Static Charge, the Survivor receives a shock identical to Shock Therapy and the Static Charge is discharged immediately.",Ultra Rare,images/ItemAddons/DLC4/iconAddon_iridescentQueen.png
Addon_Spark_MoldyElectrode,Item_Slasher_Killer07Item,Moldy Electrode,A moldy electrode which nevertheless conducts a weak electrical current.<br><br><b>Increases</b> the range of <b>Shock Therapy</b> by <b>2 meters</b>.,Common,images/ItemAddons/DLC4/iconAddon_moldyElectrode.png
Addon_Spark_NanmuCatapult,Item_Slasher_Killer07Item,Maple Knight,A white knight chess piece made of maple. This gift from an old man brings back distant memories and imbues The Doctor with devastating focus.<br><br>Reveals the area of effect of <b>Shock Therapy</b>.,Common,images/ItemAddons/DLC4/iconAddon_mapleKnight.png
Addon_Spark_Obedience_MuYisNotes,Item_Slasher_Killer07Item,Scrapped Tape,"A compact cassette from Project Awakening containing mostly white noise. Opens The Doctor's mind to alternate treatment methods.<br><br>Changes the shape of <b>Shock Therapy</b> to a ring with a range of <b>8 meters</b>, a radius of <b>4 meters</b>, and a thickness of <b>1 meter</b>.",Rare,images/ItemAddons/DLC4/iconAddon_scrappedTape.png
Addon_Spark_OrderClassI,Item_Slasher_Killer07Item,"""Order"" - Class I","A conventional ECT procedure, part of a patient's daily routine at the Léry's Memorial Institute. Can cause a state of mild confusion in the patient.<br><br><b>Decreases Static Blast</b> cooldown by <b>2 seconds</b>.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Order</i>:<br><br>Broken pallets may appear to be replaced with illusionary pallets that persist until approached.A new illusionary pallet is generated at the location of a random broken pallet every <b>20 seconds</b>.<b>The Doctor</b> sees the auras of illusionary pallets.",Common,images/ItemAddons/DLC4/iconAddon_orderClassI.png
Addon_Spark_OrderClassII,Item_Slasher_Killer07Item,"""Order"" - Class II","A high stimulus ECT procedure, part of a patient daily routine at the Léry's Memorial Institute. Can cause a state of moderate confusion in the patient.<br><br><b>Decreases Static Blast</b> cooldown by <b>4 seconds</b>.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Order</i>:<br><br>Broken pallets may appear to be replaced with illusionary pallets that persist until approached.A new illusionary pallet is generated at the location of a random broken pallet every <b>20 seconds</b>.<b>The Doctor</b> sees the auras of illusionary pallets.",Uncommon,images/ItemAddons/DLC4/iconAddon_orderClassII.png
Addon_Spark_OrderMuYisNotes,Item_Slasher_Killer07Item,"""Order"" - Carter's Notes","An experimental version of the ECT procedure, annotated by Doctor Herman Carter himself. The long, constant stimulus leaves the patient in a state of severe confusion.<br><br><b>Decreases Static Blast</b> cooldown by <b>6 seconds</b>.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Order</i>:<br><br>Broken pallets may appear to be replaced with illusionary pallets that persist until approached.A new illusionary pallet is generated at the location of a random broken pallet every <b>20 seconds</b>.<b>The Doctor</b> sees the auras of illusionary pallets.",Very Rare,images/ItemAddons/DLC4/iconAddon_orderCartersNotes.png
Addon_Spark_PolishedElectrode,Item_Slasher_Killer07Item,Polished Electrode,"A like-new electrode, standard equipment to conduct electroconvulsive treatments.<br><br><b>Increases</b> the range of <b>Shock Therapy</b> by <b>3 meters</b>.",Uncommon,images/ItemAddons/DLC4/iconAddon_polishedElectrode.png
Addon_Spark_RestraintClassII,Item_Slasher_Killer07Item,"""Restraint"" - Class II",An experimental ECT procedure developed within The Fog. Uses a wavelength that links the patient's and Doctor's minds. This procedure is known to cause mild cases of hallucinations in the patient.<br><br>Reveals Survivors' auras for <b>1 second</b> when their <b>Madness</b> level increases.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Restraint</i>:<br><br><b>Increases</b> the duration of <i>illusionary Doctor hallucinations</i> by <b>6 seconds</b>.Allows <b>The Doctor</b> to see the auras of hallucinations at any level of <b>Madness</b>.,Uncommon,images/ItemAddons/DLC4/iconAddon_restraintClassII.png
Addon_Spark_RestraintClassIII,Item_Slasher_Killer07Item,"""Restraint"" - Class III",An experimental ECT procedure developed within The Fog. Uses a high stimulus wavelength to link the patient's and Doctor's minds. This procedure is known to cause serious cases of hallucinations in the patient.<br><br>Reveals Survivors' auras for <b>2 seconds</b> when their <b>Madness</b> level increases.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Restraint</i>:<br><br><b>Increases</b> the duration of <i>illusionary Doctor hallucinations</i> by <b>6 seconds</b>.Allows <b>The Doctor</b> to see the auras of hallucinations at any level of <b>Madness</b>.,Rare,images/ItemAddons/DLC4/iconAddon_restraintClassIII.png
Addon_Spark_RestraintMuYisNotes,Item_Slasher_Killer07Item,"""Restraint"" - Carter's Notes","An experimental ECT procedure developed within The Fog, crudely annotated. Uses an unbearable stimulus wavelength to link the patient's and Doctor's minds. This procedure is known to cause severe cases of hallucinations in the patient.<br><br>Reveals Survivors' auras for <b>3 seconds</b> when their <b>Madness</b> level increases.<br><br>Survivors with <b>Madness</b> suffer from the <i>Affliction of Restraint</i>:<br><br><b>Increases</b> the duration of <i>illusionary Doctor hallucinations</i> by <b>6 seconds</b>.Allows <b>The Doctor</b> to see the auras of hallucinations at any level of <b>Madness</b>.",Very Rare,images/ItemAddons/DLC4/iconAddon_restraintCartersNotes.png
Addon_Spark_TigerFangCharm,Item_Slasher_Killer07Item,Interview Tape,A compact cassette from Project Awakening containing an un-edited interview of a victim. Opens The Doctor's mind to alternate treatment methods.<br><br><b>Shock Therapy</b> <i>special ability</i> changes from a cone to a beam with a <b>24 meter</b> range and a <b>2 meter</b> width.,Rare,images/ItemAddons/DLC4/iconAddon_interviewTape.png
Addon_Stalker_BlondHair,Item_Slasher_Stalker,Blond Hair,A single slightly wavy blond hair.<br><br><b>Increases</b> the duration of <b>Evil Within III</b> by <b>10 seconds</b>.<b>Increases</b> the amount of evil required to reach <b>Evil Within III</b> from <b>Evil Within II</b> for the first time by <b>50%</b>.,Common,images/ItemAddons/DLC2/iconAddon_blondeHair.png
Addon_Stalker_BoyfriendsMemo,Item_Slasher_Stalker,Boyfriend's Memo,"A ""romantic"", if slightly sleazy, note left around to draw the attention of a female lover.<br><br><b>Increases</b> the range of The Shape's lunge attack while in <b>Evil Within I</b> by <b>50%</b>.",Common,images/ItemAddons/DLC2/iconAddon_boyfriendsMemo.png
Addon_Stalker_DeadRabbit,Item_Slasher_Stalker,Dead Rabbit,A grey rabbit which has been opened from neck to tail.<br><br><b>Decreases</b> Terror Radius in <b>Evil Within II</b> by <b>25%.</b><b>Increases</b> Terror Radius in <b>Evil Within III</b> by <b>25%</b>.,Uncommon,images/ItemAddons/DLC2/iconAddon_deadRabbit.png
Addon_Stalker_FragrantTuftOfHair,Item_Slasher_Stalker,Fragrant Tuft of Hair,A tuft of blond hair which was forcefully torn off someone's scalp. Releases hints of feminine floral fragrance.<br><br>Unlimited duration of <b>Evil Within III</b>.<b>Increases</b> the amount of evil required to reach <b>Evil Within III</b> from <b>Evil Within II</b> by <b>200%</b>.,Ultra Rare,images/ItemAddons/DLC2/iconAddon_tuftOfHair.png
Addon_Stalker_GlassFragment,Item_Slasher_Stalker,Glass Fragment,"A tiny piece of tinted glass, probably from a broken object. It is impossible to determine its origin.<br><br>Stalking a Survivor for at least <b>1 second</b> while in <b>Evil Within I</b> reveals that Survivor's aura for <b>3 seconds</b>.",Uncommon,images/ItemAddons/DLC2/iconAddon_glassFragment.png
Addon_Stalker_HairBow,Item_Slasher_Stalker,Hair Bow,A blue tartan ribbon used to tie hair.<br><br><b>Increases</b> the duration of <b>Evil Within III</b> by <b>30 seconds</b>.<b>Increases</b> the amount of evil required to reach <b>Evil Within III</b> from <b>Evil Within II</b> for the first time by <b>50%</b>.,Rare,images/ItemAddons/DLC2/iconAddon_hairBow.png
Addon_Stalker_HairBrush,Item_Slasher_Stalker,Hair Brush,A nylon bristle brush used to add body and softness to hair.<br><br><b>Increases</b> the duration of <b>Evil Within III</b> by <b>20 seconds</b>.<b>Increases</b> the amount of evil required to reach <b>Evil Within III</b> from <b>Evil Within II</b> for the first time by <b>50%</b>.,Uncommon,images/ItemAddons/DLC2/iconAddon_hairBrush.png
Addon_Stalker_Jewelry,Item_Slasher_Stalker,Jewelry,A large necklace made of beads and inexpensive metals. One of Judith's favorites.<br><br><b>Increases</b> movement speed while stalking by <b>20%</b>.,Uncommon,images/ItemAddons/DLC2/iconAddon_jewelry.png
Addon_Stalker_JewelryBox,Item_Slasher_Stalker,Jewelry Box,A barren wooden box in which vanity items were once stored.<br><br><b>Increases</b> movement speed while stalking by <b>30%</b>.,Rare,images/ItemAddons/DLC2/iconAddon_jewelryBox.png
Addon_Stalker_JMyersMemorial,Item_Slasher_Stalker,J.Myers Memorial,"A glossy page ripped from the '65 Haddonfield High School yearbook, one dedicated to the memory of Judith Myers.<br><br><b>Increases</b> the rate at which evil is gained when stalking by <b>25%</b>.",Rare,images/ItemAddons/DLC2/iconAddon_jMyersMemorial.png
Addon_Stalker_JudithsJournal,Item_Slasher_Stalker,Judith's Journal,A journal identified as owned by Judith M. Myers. Most of the pages are defaced with frightening and disturbing drawings.<br><br>You become <b>obsessed</b> with one Survivor.<b>Increases</b> the rate at which evil is gained when stalking your Obsession by <b>40%</b>.,Rare,images/ItemAddons/DLC2/iconAddon_judithsJournal.png
