id,survivorID,killerID,outfitID,name,description,role,type,collection,rarity,purchasable,image
S28_Torso01_CV02,27,,S28_outfit_01_CV02,Camisole & Smoky Quartz Cape,"Cropped camisole with a vibrant strip of color. Matched with a bold, cape-like coat.",Survivor,Torso,Mikaela Reid Essentials,Common,1,images/Customization/S28/S28_Torso01_CV02.png
S28_Torso01_CV03,27,,S28_outfit_01_CV03,Camisole & Star Garnet Cape,"Cropped camisole with a vibrant strip of color. Matched with a bold, cape-like coat.",Survivor,Torso,Mikaela Reid Essentials,Common,1,images/Customization/S28/S28_Torso01_CV03.png
S28_Torso01_CV04,27,,S28_outfit_01_CV04,Camisole & Sapphire Cape,"Cropped camisole with a vibrant strip of color. Matched with a bold, cape-like coat.",Survivor,Torso,Mikaela Reid Essentials,Common,1,images/Customization/S28/S28_Torso01_CV04.png
S28_Torso02,27,,S28_outfit_02,Scarlet Off-Shoulder Top,A vintage vest and off-shoulder shirt accessorized with jewelry meant to enhance her fortune telling skills.,Survivor,Torso,Clairvoyance,Rare,1,images/Customization/S28/S28_Torso02.png
S28_Torso02_01,27,,S28_outfit_02_01,Violet Off-Shoulder Top,A vintage vest and off-shoulder shirt accessorized with jewelry meant to enhance her fortune telling skills.,Survivor,Torso,Clairvoyance,Rare,1,images/Customization/S28/S28_Torso02_01.png
S29_Head006,28,,S29_outfit_006,Bluetooth Headphones,A cordless pair of headphones to make calls and stay informed.,Survivor,Head,Cozy Break,Very Rare,0,images/Customization/S29/S29_Head006.png
S29_Head006_01,28,,S29_outfit_006_01,Blasting Ballads,He spent hours studying the structure and patterns of the most popular love songs.,Survivor,Head,Cupid'S Chosen Collection,Very Rare,0,images/Customization/S29/S29_Head006_01.png
S29_Head008,28,,S29_outfit_008,Fresno Foxes Cap,"The official cap of the Fresno Foxes, which used to practice in his neighborhood.",Survivor,Head,Spring Ensembles,Very Rare,1,images/Customization/S29/S29_Head008.png
S29_Head009,28,,S29_outfit_009,Operator Cap,"An unassuming hat that kept the light out of his eyes, and others from noticing him.",Survivor,Head,Covert Codebreaker Collection,Very Rare,0,images/Customization/S29/S29_Head009.png
S29_Head01_01,28,,S29_outfit_01_01,Red-Tinted Shades,"Dark shades to cover up his sleep-deprived, bloodshot eyes.",Survivor,Head,Alert Agent,Uncommon,1,images/Customization/S29/S29_Head01_01.png
S29_Head01_02,28,,S29_outfit_01_02,Black Shades,"Dark shades to cover up his sleep-deprived, bloodshot eyes.",Survivor,Head,Alert Agent,Uncommon,1,images/Customization/S29/S29_Head01_02.png
S29_Head01_03,28,,S29_outfit_01_03,Blue-Tinted Shades,"Dark shades to cover up his sleep-deprived, bloodshot eyes.",Survivor,Head,Alert Agent,Uncommon,1,images/Customization/S29/S29_Head01_03.png
S29_Head02,28,,S29_outfit_02,Woollen Flat Cap,Fashionable cap to shield his view from the blinding sun.,Survivor,Head,Off-Duty,Rare,1,images/Customization/S29/S29_Head02.png
S29_Head02_01,28,,S29_outfit_02_01,Ivory Flat Cap,Fashionable cap to shield his view from the blinding sun.,Survivor,Head,Off-Duty,Rare,1,images/Customization/S29/S29_Head02_01.png
S29_Legs006,28,,S29_outfit_006,Festive Shorts,"A holiday-themed pair of shorts matched with extra comfortable slippers. Worn to recuperate as much energy as possible from his brief, 4-hour long sleep per night.",Survivor,Legs,Cozy Break,Very Rare,0,images/Customization/S29/S29_Legs006.png
S29_Legs006_01,28,,S29_outfit_006_01,Heart-Patterned Shorts,Statistically proven to be the best way to find love.,Survivor,Legs,Cupid'S Chosen Collection,Very Rare,0,images/Customization/S29/S29_Legs006_01.png
S29_Legs008,28,,S29_outfit_008,Cargo Pants,Jonah never forgot the look of joy on his father's face when the local team won; it was one of the happiest days of his childhood.,Survivor,Legs,Spring Ensembles,Very Rare,1,images/Customization/S29/S29_Legs008.png
S29_Legs009,28,,S29_outfit_009,Tactical Cargos,Camouflaged to avoid being spotted while on his vital mission.,Survivor,Legs,Covert Codebreaker Collection,Very Rare,0,images/Customization/S29/S29_Legs009.png
S29_Legs01_01,28,,S29_outfit_01_01,Blue Plaid Bermuda,Light pair of shorts for easy mobility and to blend in with civilians during practice exercises.,Survivor,Legs,Alert Agent,Uncommon,1,images/Customization/S29/S29_Legs01_01.png
S29_Legs01_02,28,,S29_outfit_01_02,Brown Bermuda,Light pair of shorts for easy mobility and to blend in with civilians during practice exercises.,Survivor,Legs,Alert Agent,Uncommon,1,images/Customization/S29/S29_Legs01_02.png
S29_Legs01_03,28,,S29_outfit_01_03,Turquoise Bermuda,Light pair of shorts for easy mobility and to blend in with civilians during practice exercises.,Survivor,Legs,Alert Agent,Uncommon,1,images/Customization/S29/S29_Legs01_03.png
S29_Legs01_CV01,28,,S29_outfit_01_CV01,Grey Shorts,Light and comfortable pair of shorts matched with colorful sneakers.,Survivor,Legs,Jonah Essentials,Common,1,images/Customization/S29/S29_Legs01_CV01.png
S29_Legs01_CV02,28,,S29_outfit_01_CV02,Clementine Shorts,Light and comfortable pair of shorts matched with colorful sneakers.,Survivor,Legs,Jonah Essentials,Common,1,images/Customization/S29/S29_Legs01_CV02.png
S29_Legs01_CV03,28,,S29_outfit_01_CV03,Blue shorts,Light and comfortable pair of shorts matched with colorful sneakers.,Survivor,Legs,Jonah Essentials,Common,1,images/Customization/S29/S29_Legs01_CV03.png
S29_Legs01_CV04,28,,S29_outfit_01_CV04,Green Shorts,Light and comfortable pair of shorts matched with colorful sneakers.,Survivor,Legs,Jonah Essentials,Common,1,images/Customization/S29/S29_Legs01_CV04.png
S29_Legs02,28,,S29_outfit_02,Slim Beige Trousers,Slim pair of pants for a comfortable day out in sunny California.,Survivor,Legs,Off-Duty,Rare,1,images/Customization/S29/S29_Legs02.png
S29_Legs02_01,28,,S29_outfit_02_01,Slim Dark Trousers,Slim pair of pants for a comfortable day out in sunny California.,Survivor,Legs,Off-Duty,Rare,1,images/Customization/S29/S29_Legs02_01.png
S29_Torso006,28,,S29_outfit_006,Black Tank Top,"A relaxed tank top with a chest pocket, ideal to carry his cell phone while he examines titanic amounts of codes.",Survivor,Torso,Cozy Break,Very Rare,0,images/Customization/S29/S29_Torso006.png
S29_Torso006_01,28,,S29_outfit_006_01,Tender Heart,Under this simple white tank top hides a loyal friend who never hesitates to use his skills to help his team.,Survivor,Torso,Cupid'S Chosen Collection,Very Rare,0,images/Customization/S29/S29_Torso006_01.png
S29_Torso007,28,,,Code-Cracker,This was CIA humor. There was nothing to crack. Just a holiday sweater left on Jonah’s desk chair as a gift. Simple yet... far from it.,Survivor,Torso,Ugly Sweaters,Rare,0,images/Customization/S29/S29_Torso007.png
S29_Torso008,28,,S29_outfit_008,Fresno Fan Hoodie,A Fresno Foxes hoodie like the one his father bought him the first time he took Jonah to a baseball game.,Survivor,Torso,Spring Ensembles,Very Rare,1,images/Customization/S29/S29_Torso008.png
S29_Torso009,28,,S29_outfit_009,Tech Fatigues,The dull olive color allowed him to blend into the background in both urban and natural environments.,Survivor,Torso,Covert Codebreaker Collection,Very Rare,0,images/Customization/S29/S29_Torso009.png
S29_Torso01_01,28,,S29_outfit_01_01,Red-Striped Blouse,A relaxed shirt with detailed patterns he bought while traveling to Virginia for a practice exercise.,Survivor,Torso,Alert Agent,Uncommon,1,images/Customization/S29/S29_Torso01_01.png
S29_Torso01_02,28,,S29_outfit_01_02,Black-Patterned Blouse,A relaxed shirt with detailed patterns he bought while traveling to Virginia for a practice exercise.,Survivor,Torso,Alert Agent,Uncommon,1,images/Customization/S29/S29_Torso01_02.png
S29_Torso01_03,28,,S29_outfit_01_03,Funky Purple Blouse,A relaxed shirt with detailed patterns he bought while traveling to Virginia for a practice exercise.,Survivor,Torso,Alert Agent,Uncommon,1,images/Customization/S29/S29_Torso01_03.png
S29_Torso01_04,28,,,Crimson Shirt,A wine colored shirt for style and comfort.,Survivor,Torso,,Common,0,images/Customization/Ion/S29_Torso01_04.png
S29_Torso01_05,28,,,Employee Badge,A relaxed shirt he wore during a Lunar New Year’s party at work.,Survivor,Torso,Moonlight Burrow,Special Event,0,images/Customization/S29/S29_Torso01_05.png
S29_Torso01_CV01,28,,S29_outfit_01_CV01,Citrus Shirt,"A simple and colorful shirt he wore to cheer himself up as he deciphered complex, archived code.",Survivor,Torso,Jonah Essentials,Common,1,images/Customization/S29/S29_Torso01_CV01.png
S29_Torso01_CV02,28,,S29_outfit_01_CV02,Violet Shirt,"A simple and colorful shirt he wore to cheer himself up as he deciphered complex, archived code.",Survivor,Torso,Jonah Essentials,Common,1,images/Customization/S29/S29_Torso01_CV02.png
S29_Torso01_CV03,28,,S29_outfit_01_CV03,Aqua Shirt,"A simple and colorful shirt he wore to cheer himself up as he deciphered complex, archived code.",Survivor,Torso,Jonah Essentials,Common,1,images/Customization/S29/S29_Torso01_CV03.png
S29_Torso01_CV04,28,,S29_outfit_01_CV04,Mandarin Shirt,"A simple and colorful shirt he wore to cheer himself up as he deciphered complex, archived code.",Survivor,Torso,Jonah Essentials,Common,1,images/Customization/S29/S29_Torso01_CV04.png
S29_Torso02,28,,S29_outfit_02,Navy Polygon T-Shirt,A close-fitting t-shirt with a unique pattern of polygons.,Survivor,Torso,Off-Duty,Rare,1,images/Customization/S29/S29_Torso02.png
S29_Torso02_01,28,,S29_outfit_02_01,Teal Polygon T-Shirt,A close-fitting t-shirt with a unique pattern of polygons.,Survivor,Torso,Off-Duty,Rare,1,images/Customization/S29/S29_Torso02_01.png
S29_Torso02_02,28,,,Twitchy Jonah,Twitchy Jonah is twitching.,Survivor,Torso,,Uncommon,0,images/Customization/S29/S29_Torso02_02.png
S30_Head006,29,,S30_outfit_006,Well-Worn Beanie,Bright beanie to keep warm in the hauling winds off the coast.,Survivor,Head,High Seas,Very Rare,1,images/Customization/S30/S30_Head006.png
S30_Legs006,29,,S30_outfit_006,Cargo Bermuda,A loose pair of shorts that dries quickly and comes with many pockets to store different pieces of equipment.,Survivor,Legs,High Seas,Very Rare,1,images/Customization/S30/S30_Legs006.png
S30_Torso006,29,,S30_outfit_006,Athletic Jacket,A high-visibility jacket to stay safe and warm on the boat.,Survivor,Torso,High Seas,Very Rare,1,images/Customization/S30/S30_Torso006.png
S30_Torso007,29,,,Seven Days of Festivities,Don’t forget to call your loved ones this holiday season.,Survivor,Torso,Ugly Sweaters,Rare,0,images/Customization/S30/S30_Torso007.png
S31_Head006,30,,S31_outfit_006,Tight Bun,She tied her hair up tightly to avoid getting caught or getting it in her face while diving.,Survivor,Head,Waterfront Massacre Collection,Very Rare,1,images/Customization/S31/S31_Head006.png
S31_Head007,30,,S31_outfit_007,Haddie’s Mask,A mask they found themselves wearing at the masquerade ball.,Survivor,Head,Twisted Masquerade Collection,Special Event,0,images/Customization/S31/S31_Head007.png
S31_Head01_01,30,,S31_outfit_01_01,Turquoise Jewelry,Earrings and a nose ring shimmering with vibrant colors.,Survivor,Head,Content Creator Collection,Uncommon,1,images/Customization/S31/S31_Head01_01.png
S31_Head01_02,30,,S31_outfit_01_02,Magenta Jewelry,Earrings and a nose ring shimmering with vibrant colors.,Survivor,Head,Content Creator Collection,Uncommon,1,images/Customization/S31/S31_Head01_02.png
S31_Head01_03,30,,S31_outfit_01_03,Brassy Jewelry,Earrings and a nose ring shimmering with vibrant colors.,Survivor,Head,Content Creator Collection,Uncommon,1,images/Customization/S31/S31_Head01_03.png
S31_Head02,30,,S31_outfit_02,Gutsy Aviators,A smart ponytail and shades look professional and cool while streaming outdoors.,Survivor,Head,Reporting Live Collection,Rare,0,images/Customization/S31/S31_Head02.png
S31_Head02_01,30,,S31_outfit_02_01,Daring Aviators,A smart ponytail and shades look professional and cool while streaming outdoors.,Survivor,Head,Reporting Live Collection,Rare,0,images/Customization/S31/S31_Head02_01.png
S31_Legs006,30,,S31_outfit_006,Heavy-Duty Beach Shoes,"A combination of skin-tight rubber and spandex, to avoid stepping on whatever’s down there.",Survivor,Legs,Waterfront Massacre Collection,Very Rare,1,images/Customization/S31/S31_Legs006.png
S31_Legs007,30,,S31_outfit_007,Reveler’s Shroud,"The design was unfamiliar to her, but looking at it she knew it had something to do with the Ravage.",Survivor,Legs,Twisted Masquerade Collection,Special Event,0,images/Customization/S31/S31_Legs007.png
S31_Legs01_01,30,,S31_outfit_01_01,Active Denim,"Well-worn pants with a sturdy, broken-in pair of hiking boots.",Survivor,Legs,Content Creator Collection,Uncommon,1,images/Customization/S31/S31_Legs01_01.png
S31_Legs01_02,30,,S31_outfit_01_02,Casual Denim,"Well-worn pants with a sturdy, broken-in pair of hiking boots.",Survivor,Legs,Content Creator Collection,Uncommon,1,images/Customization/S31/S31_Legs01_02.png
S31_Legs01_03,30,,S31_outfit_01_03,Trendy Denim,"Well-worn pants with a sturdy, broken-in pair of hiking boots.",Survivor,Legs,Content Creator Collection,Uncommon,1,images/Customization/S31/S31_Legs01_03.png
S31_Legs01_CV01,30,,S31_outfit_01_CV01,Ochre Pants,Fashionably faded jeans and a bag for all the essentials a roving investigator needs.,Survivor,Legs,Haddie Essentials Collection,Common,1,images/Customization/S31/S31_Legs01_CV01.png
S31_Legs01_CV02,30,,S31_outfit_01_CV02,Beryl Pants,Fashionably faded jeans and a bag for all the essentials a roving investigator needs.,Survivor,Legs,Haddie Essentials Collection,Common,1,images/Customization/S31/S31_Legs01_CV02.png
S31_Legs01_CV03,30,,S31_outfit_01_CV03,Charcoal Pants,Fashionably faded jeans and a bag for all the essentials a roving investigator needs.,Survivor,Legs,Haddie Essentials Collection,Common,1,images/Customization/S31/S31_Legs01_CV03.png
S31_Legs01_CV04,30,,S31_outfit_01_CV04,Teal Pants,Fashionably faded jeans and a bag for all the essentials a roving investigator needs.,Survivor,Legs,Haddie Essentials Collection,Common,1,images/Customization/S31/S31_Legs01_CV04.png
S31_Legs02,30,,S31_outfit_02,Turquoise Long Shorts,Knee-length shorts that allow her to get a little sun.,Survivor,Legs,Reporting Live Collection,Rare,0,images/Customization/S31/S31_Legs02.png
S31_Legs02_01,30,,S31_outfit_02_01,Purple Long Shorts,Knee-length shorts that allow her to get a little sun.,Survivor,Legs,Reporting Live Collection,Rare,0,images/Customization/S31/S31_Legs02_01.png
S31_Torso006,30,,S31_outfit_006,Fluorescent Swimming Gear,"When she came out of the water, she had some curious aquatic treasures, including a bright blue streak of… something’s blood.",Survivor,Torso,Waterfront Massacre Collection,Very Rare,1,images/Customization/S31/S31_Torso006.png
S31_Torso007,30,,S31_outfit_007,Twisted Tunic,"The design was at once familiar and foreign to her, like something she would have worn in a dream.",Survivor,Torso,Twisted Masquerade Collection,Special Event,0,images/Customization/S31/S31_Torso007.png
S31_Torso008,30,,,Harbinger of Wool,The best way to stay warm near an Overlap.,Survivor,Torso,Ugly Sweaters,Special Event,0,images/Customization/S31/S31_Torso008.png
S31_Torso01_01,30,,S31_outfit_01_01,Leafy Elegant Top,A classy sleeveless shirt adorned with a complex and beautiful design.,Survivor,Torso,Content Creator Collection,Uncommon,1,images/Customization/S31/S31_Torso01_01.png
S31_Torso01_02,30,,S31_outfit_01_02,Aubergine Elegant Top,A classy sleeveless shirt adorned with a complex and beautiful design.,Survivor,Torso,Content Creator Collection,Uncommon,1,images/Customization/S31/S31_Torso01_02.png
S31_Torso01_03,30,,S31_outfit_01_03,Sunny Elegant Top,A classy sleeveless shirt adorned with a complex and beautiful design.,Survivor,Torso,Content Creator Collection,Uncommon,1,images/Customization/S31/S31_Torso01_03.png
S31_Torso01_04,30,,,Pale Piped Shirt,A trendy patterned top that accentuates her striking hair.,Survivor,Torso,,Common,0,images/Customization/Meteor/S31_Torso01_04.png
S31_Torso01_05,30,,,Twitchy Haddie,Twitchy Haddie is twitching.,Survivor,Torso,,Uncommon,0,images/Customization/S31/S31_Torso01_05.png
S31_Torso01_CV01,30,,S31_outfit_01_CV01,Garnet Shirt,"A bold and sensible sleeveless shirt, ready for the camera.",Survivor,Torso,Haddie Essentials Collection,Common,1,images/Customization/S31/S31_Torso01_CV01.png
S31_Torso01_CV02,30,,S31_outfit_01_CV02,Azure Shirt,"A bold and sensible sleeveless shirt, ready for the camera.",Survivor,Torso,Haddie Essentials Collection,Common,1,images/Customization/S31/S31_Torso01_CV02.png
S31_Torso01_CV03,30,,S31_outfit_01_CV03,Amethyst Shirt,"A bold and sensible sleeveless shirt, ready for the camera.",Survivor,Torso,Haddie Essentials Collection,Common,1,images/Customization/S31/S31_Torso01_CV03.png
S31_Torso01_CV04,30,,S31_outfit_01_CV04,Amber Shirt,"A bold and sensible sleeveless shirt, ready for the camera.",Survivor,Torso,Haddie Essentials Collection,Common,1,images/Customization/S31/S31_Torso01_CV04.png
S31_Torso02,30,,S31_outfit_02,Oxblood Jacket,She picked up this flawless thrift store find in a small town after taping an episode of Ravages of the Abyss.,Survivor,Torso,Reporting Live Collection,Rare,0,images/Customization/S31/S31_Torso02.png
S31_Torso02_01,30,,S31_outfit_02_01,Indigo Jacket,She picked up this flawless thrift store find in a small town after taping an episode of Ravages of the Abyss.,Survivor,Torso,Reporting Live Collection,Rare,0,images/Customization/S31/S31_Torso02_01.png
S32_Head006,31,,S32_outfit_006,Anonymizing Sunglasses,"Large, dark panels covered much of her face from onlookers and advanced facial recognition systems.",Survivor,Head,Project W Collection,Very Rare,1,images/Customization/S32/S32_Head006.png
S32_Head008,31,,S32_outfit_008,Elegant Cut,"A simple, but refined hairstyle that doesn’t get in the way of field work.",Survivor,Head,Resident Evil X Lny Collection,Very Rare,1,images/Customization/S32/S32_Head008.png
S32_Legs006,31,,S32_outfit_006,Incognito Stockings,Stockings that are perfect for stalking in the night.,Survivor,Legs,Project W Collection,Very Rare,1,images/Customization/S32/S32_Legs006.png
S32_Legs008,31,,S32_outfit_008,Strappy Shoes,They bring an extra bit of class to any mission.,Survivor,Legs,Resident Evil X Lny Collection,Very Rare,1,images/Customization/S32/S32_Legs008.png
S32_Torso006,31,,S32_outfit_006,Clandestine Trenchcoat,"Perfect for hiding any manner of valuable data, confidential information or kompromat.",Survivor,Torso,Project W Collection,Very Rare,1,images/Customization/S32/S32_Torso006.png
S32_Torso007,31,,,Winter Operator,A cozy sweater that reminds everyone she shouldn’t be taken lightly.,Survivor,Torso,Ugly Sweaters,Rare,0,images/Customization/S32/S32_Torso007.png
S32_Torso008,31,,S32_outfit_008,Flowing Dress,Butterflies flutter up the side of its crimson fabric.,Survivor,Torso,Resident Evil X Lny Collection,Very Rare,1,images/Customization/S32/S32_Torso008.png
S33_Head006,32,,S33_outfit_006,Rustler Hat,A hat that conveyed authority in a bygone time.,Survivor,Head,Project W Collection,Very Rare,1,images/Customization/S33/S33_Head006.png
S33_Legs006,32,,S33_outfit_006,Jean Shorts,These jeans were 80% off!,Survivor,Legs,Project W Collection,Very Rare,1,images/Customization/S33/S33_Legs006.png
S33_Torso006,32,,S33_outfit_006,Western Vest,The wild west certainly could have used a medic of her abilities.,Survivor,Torso,Project W Collection,Very Rare,1,images/Customization/S33/S33_Torso006.png
S33_Torso007,32,,,Fuzzy Medic,A fluffy sweater that reminds her of her time in the R.P.D. basketball club.,Survivor,Torso,Ugly Sweaters,Rare,0,images/Customization/S33/S33_Torso007.png
S34_Head006,33,,S34_outfit_006,A Close Shave,Every now and then he took some time to shave his head.,Survivor,Head,Realm Traveler,Very Rare,1,images/Customization/S34/S34_Head006.png
S34_Head006_01,33,,S34_outfit_006_01,A Close Shave,Every now and then he took some time to shave his head.,Survivor,Head,Realm Traveler,Very Rare,1,images/Customization/S34/S34_Head006_01.png
S34_Head009,33,,S34_outfit_009,Bunny Tail Bun,A tied bun and fashionable glasses with orange lenses to add some color to his wandering.,Survivor,Head,Moonlight Burrow,Very Rare,0,images/Customization/S34/S34_Head009.png
S34_Head010,33,,S34_outfit_010,Concentrated Mind,His penetrating gaze spoke to the horrors he braved.,Survivor,Head,Of Blood And Rust Collection,Very Rare,0,images/Customization/S34/S34_Head010.png
S34_Head010_01,33,,S34_outfit_010_01,Concentrated Mind (Deep Rift),His penetrating gaze was accustomed to the horrors of the lost realms.,Survivor,Head,Deep Rift Collection,Very Rare,0,images/Customization/S34/S34_Head010_01.png
S34_Head01_01,33,,S34_outfit_01_01,Stark White Undercut,A style that was in fashion 600 years ago.,Survivor,Head,Veteran Of The Fog,Uncommon,1,images/Customization/S34/S34_Head01_01.png
S34_Head01_02,33,,S34_outfit_01_02,Salt and Pepper Undercut,A style that was in fashion 600 years ago.,Survivor,Head,Veteran Of The Fog,Uncommon,1,images/Customization/S34/S34_Head01_02.png
S34_Head01_03,33,,S34_outfit_01_03,Highlighted Undercut,A style that was in fashion 600 years ago.,Survivor,Head,Veteran Of The Fog,Uncommon,1,images/Customization/S34/S34_Head01_03.png
S34_Head02,33,,S34_outfit_02,Dark Bandana,"A head covering, a makeshift tourniquet, and a fashion statement all in one.",Survivor,Head,Journey Into The Unknown,Rare,1,images/Customization/S34/S34_Head02.png
S34_Head02_01,33,,S34_outfit_02_01,Crimson Bandana,"A head covering, a makeshift tourniquet, and a fashion statement all in one.",Survivor,Head,Journey Into The Unknown,Rare,1,images/Customization/S34/S34_Head02_01.png
S34_Legs006,33,,S34_outfit_006,Patchwork Pants,"A collection of fabrics, pockets and chains gathered as he journeyed through the realms.",Survivor,Legs,Realm Traveler,Very Rare,1,images/Customization/S34/S34_Legs006.png
S34_Legs006_01,33,,S34_outfit_006_01,Patchwork Pants,"A collection of fabrics, pockets and chains gathered as he journeyed through the realms.",Survivor,Legs,Realm Traveler,Very Rare,1,images/Customization/S34/S34_Legs006_01.png
S34_Legs009,33,,S34_outfit_009,Crimson Band Trousers,"To him, the narrow red ribbon represented his safe passage through the Lost Realms.",Survivor,Legs,Moonlight Burrow,Very Rare,0,images/Customization/S34/S34_Legs009.png
S34_Legs010,33,,S34_outfit_010,Medieval High Boots,Resilient and waterproof boots that allowed him to move through any kind of terrain.,Survivor,Legs,Of Blood And Rust Collection,Very Rare,0,images/Customization/S34/S34_Legs010.png
S34_Legs010_01,33,,S34_outfit_010_01,Medieval High Boots (Deep Rift),Resilient and waterproof boots that allowed him to move safely through the realms.,Survivor,Legs,Deep Rift Collection,Very Rare,0,images/Customization/S34/S34_Legs010_01.png
S34_Legs01_01,33,,S34_outfit_01_01,Painted Selvedge,"The pants he found were stiff at first, but over time, they softened and took shape to his form.",Survivor,Legs,Veteran Of The Fog,Uncommon,1,images/Customization/S34/S34_Legs01_01.png
S34_Legs01_02,33,,S34_outfit_01_02,Chocolate Selvedge,"The pants he found were stiff at first, but over time, they softened and took shape to his form.",Survivor,Legs,Veteran Of The Fog,Uncommon,1,images/Customization/S34/S34_Legs01_02.png
S34_Legs01_03,33,,S34_outfit_01_03,Reinforced Selvedge,"The pants he found were stiff at first, but over time, they softened and took shape to his form.",Survivor,Legs,Veteran Of The Fog,Uncommon,1,images/Customization/S34/S34_Legs01_03.png
S34_Legs01_CV01,33,,S34_outfit_01_CV01,Battered Pants,"Already worn when he found them, they have become even more tattered.",Survivor,Legs,Vittorio Essentials,Common,1,images/Customization/S34/S34_Legs01_CV01.png
S34_Legs01_CV02,33,,S34_outfit_01_CV02,Faded Pants,"Already worn when he found them, they have become even more tattered.",Survivor,Legs,Vittorio Essentials,Common,1,images/Customization/S34/S34_Legs01_CV02.png
S34_Legs01_CV03,33,,S34_outfit_01_CV03,Blanched Pants,"Already worn when he found them, they have become even more tattered.",Survivor,Legs,Vittorio Essentials,Common,1,images/Customization/S34/S34_Legs01_CV03.png
S34_Legs01_CV04,33,,S34_outfit_01_CV04,Desaturated Pants,"Already worn when he found them, they have become even more tattered.",Survivor,Legs,Vittorio Essentials,Common,1,images/Customization/S34/S34_Legs01_CV04.png
S34_Legs02,33,,S34_outfit_02,All-Weather Boots,"While the boots weren’t made for the kind of obstacles found in the Fog, they held up well.",Survivor,Legs,Journey Into The Unknown,Rare,1,images/Customization/S34/S34_Legs02.png
S34_Legs02_01,33,,S34_outfit_02_01,Riding Boots,"While the boots weren’t made for the kind of obstacles found in the Fog, they held up well.",Survivor,Legs,Journey Into The Unknown,Rare,1,images/Customization/S34/S34_Legs02_01.png
S34_Torso006,33,,S34_outfit_006,Arcane Notes,"Made with ink found in an abandoned tower, his tattoos glow for reasons he still doesn’t fully understand.",Survivor,Torso,Realm Traveler,Very Rare,1,images/Customization/S34/S34_Torso006.png
S34_Torso006_01,33,,S34_outfit_006_01,Arcane Notes,"Made with ink found in an abandoned tower, his tattoos glow for reasons he still doesn’t fully understand.",Survivor,Torso,Realm Traveler,Very Rare,1,images/Customization/S34/S34_Torso006_01.png
S34_Torso007,33,,,Twitchy Vittorio,Twitchy Vittorio is twitching.,Survivor,Torso,,Uncommon,0,images/Customization/S34/S34_Torso007.png
S34_Torso008,33,,,Total Warmth,The best way to stay warm in colder realms.,Survivor,Torso,Ugly Sweaters,Special Event,0,images/Customization/S34/S34_Torso008.png
S34_Torso009,33,,S34_outfit_009,Lucky Vest,"Putting on the vest, he remembered an old European saying: “A rabbit always returns to its burrow.”",Survivor,Torso,Moonlight Burrow,Very Rare,0,images/Customization/S34/S34_Torso009.png
S34_Torso010,33,,S34_outfit_010,Leather Tunic,This light yet thick tunic saved him countless times from harm.,Survivor,Torso,Of Blood And Rust Collection,Very Rare,0,images/Customization/S34/S34_Torso010.png
S34_Torso010_01,33,,S34_outfit_010_01,Leather Tunic (Deep Rift),This light yet thick tunic saved him countless times from the unknown.,Survivor,Torso,Deep Rift Collection,Very Rare,0,images/Customization/S34/S34_Torso010_01.png
S34_Torso01_01,33,,S34_outfit_01_01,Dusty Leathers,"No matter how much time passed, a tanned cowhide was still the best thing to wear.",Survivor,Torso,Veteran Of The Fog,Uncommon,1,images/Customization/S34/S34_Torso01_01.png
S34_Torso01_02,33,,S34_outfit_01_02,Oxblood Leathers,"No matter how much time passed, a tanned cowhide was still the best thing to wear.",Survivor,Torso,Veteran Of The Fog,Uncommon,1,images/Customization/S34/S34_Torso01_02.png
S34_Torso01_03,33,,S34_outfit_01_03,Contrast Leathers,"No matter how much time passed, a tanned cowhide was still the best thing to wear.",Survivor,Torso,Veteran Of The Fog,Uncommon,1,images/Customization/S34/S34_Torso01_03.png
S34_Torso01_04,33,,,Handsome Riding Jacket,A protective but flexible option for the dangers of the realms.,Survivor,Torso,,Common,0,images/Customization/Quantum/S34_Torso01_04.png
S34_Torso01_CV01,33,,S34_outfit_01_CV01,Dark Riding Jacket,"A protective but flexible option, the best compromise for the dangers of the Realms.",Survivor,Torso,Vittorio Essentials,Common,1,images/Customization/S34/S34_Torso01_CV01.png
S34_Torso01_CV02,33,,S34_outfit_01_CV02,Natural Riding Jacket,"A protective but flexible option, the best compromise for the dangers of the Realms.",Survivor,Torso,Vittorio Essentials,Common,1,images/Customization/S34/S34_Torso01_CV02.png
S34_Torso01_CV03,33,,S34_outfit_01_CV03,Pale Riding Jacket,"A protective but flexible option, the best compromise for the dangers of the Realms.",Survivor,Torso,Vittorio Essentials,Common,1,images/Customization/S34/S34_Torso01_CV03.png
S34_Torso01_CV04,33,,S34_outfit_01_CV04,Scarlet Riding Jacket,"A protective but flexible option, the best compromise for the dangers of the Realms.",Survivor,Torso,Vittorio Essentials,Common,1,images/Customization/S34/S34_Torso01_CV04.png
S34_Torso02,33,,S34_outfit_02,Patterned Vest,"In the unforgiving elements, maintaining warmth is vital.",Survivor,Torso,Journey Into The Unknown,Rare,1,images/Customization/S34/S34_Torso02.png
S34_Torso02_01,33,,S34_outfit_02_01,Leather Vest,"In the unforgiving elements, maintaining warmth is vital.",Survivor,Torso,Journey Into The Unknown,Rare,1,images/Customization/S34/S34_Torso02_01.png
S35_Torso01_04,34,,,Golden Ambition,Her life experiences taught her to believe in herself.,Survivor,Torso,,Common,0,images/Customization/Saturn/S35_Torso01_04.png
