id,survivorID,killerID,name,role,description,tunables,teachable,image
Technician,8,,Technician,Survivor,"You are apt at handling machinery with the greatest care and precision.<br><br>The noises caused by your repairs and their hearing distance are reduced by {0} meters. On a failed repair Skill Check, there is a {1}% chance the generator explosion will be prevented.","[['8'], ['5', '4', '3']]",30,images/Perks/DLC4/iconPerks_technician.png
Tenacity,12,,Tenacity,Survivor,There is nothing stopping you.<br><br>Your ferocious tenacity in dire situations allows you to crawl {0}% faster and recover at the same time. Grunts of pain while in the dying state are reduced by 75%.,"[['30', '40', '50']]",30,images/Perks/Finland/iconPerks_tenacity.png
TerritorialImperative,,268435463,Territorial Imperative,Killer,Unlocks potential in one's aura reading ability. Survivors' auras are revealed to you for {0} seconds when they enter the basement and you are more than {1} meters away from the basement entrance.<br><br><i>Territorial Imperative</i> can only be triggered once every {2} seconds.,"[['3'], ['32'], ['30', '25', '20']]",35,images/Perks/DLC5/iconPerks_TerritorialImperative.png
Thanatophobia,,268435459,Thanatophobia,Killer,"Their courage fades in the face of undeniable mortality.<br><br><li>For each injured, dying, or hooked Survivor, all Survivors receive a penalty of {0}% to repair, sabotage and Totem-cleansing speeds.</li><li>If there are&nbsp;4 injured, dying or hooked Survivors, there is an additional&nbsp;12%&nbsp;penalty to repair, sabotage and Totem-cleansing speeds.</li>","[['1', '1.5', '2'], ['4', '6', '8']]",35,images/Perks/iconPerks_thatanophobia.png
TheMettleOfMan,16,,Mettle of Man,Survivor,"Evil has a way of always finding you.<br><br>After you earn {0} Protection Hit scoring events, <i>Mettle of Man</i> activates.<br><br>Once activated, the next occasion that would put you into the <b>dying state</b> from the <b>injured state</b> is ignored.<br><br>The next time you heal back to full health, your aura will be revealed to the Killer when you are further than {1} meters from the Killer.<br><br><i>Mettle of Man</i> will deactivate the next time you are put into the dying state.<br><br><li><i>Increases your chances to be the Killer’s Obsession.</i></li><br><br>The Killer can only be <b>obsessed</b> with one Survivor at a time.","[['3'], ['12', '14', '16']]",40,images/Perks/Ash/iconPerks_mettleOfMan.png
This_Is_Not_Happening,,,This Is Not Happening,Survivor,You perform at your best when you are under extreme stress. Great Skill Check success zones when repairing and healing get {0}% bigger when you are injured.,"[['10', '20', '30']]",,images/Perks/iconPerks_thisIsNotHappening.png
ThrillingTremors,,268435471,Thrilling Tremors,Killer,"Your dark designs and shrewd composure rouse The Entity.<br><br>After picking up a Survivor, all Generators not being repaired by Survivors are blocked by The Entity and cannot be repaired for the next {0} seconds. Affected generators are highlighted by a white aura.<br><br><i>Thrilling Tremors</i> can only be triggered once every {1} seconds.","[['16'], ['100', '80', '60']]",35,images/Perks/Oman/iconPerks_thrillingTremors.png
Tinkerer,,268435458,Tinkerer,Killer,"Whenever a generator is repaired to {0}%&nbsp;progress, it triggers a loud noise notification and you are granted the <b>Undetectable</b> status effect for the next {2}&nbsp;seconds. This effect can only be triggered once on each generator.<br><br>Undetectable hides the Killer's aura, Terror Radius, and Red Stain.","[['70'], ['0'], ['12', '14', '16']]",40,images/Perks/iconPerks_tinkerer.png
TrailofTorment,,268435475,Trail of Torment,Killer,"You guide your victims along a path of pain and punishment.<br><br>After damaging a generator, you become <b>Undetectable</b> until the generator stops regressing or a Survivor is injured or put into the dying state by any means.&nbsp;During this time, the generator’s yellow aura is revealed to Survivors.<br><br>This effect can only trigger once every {2}&nbsp;seconds.<br><br>Undetectable hides the Killer's aura, Terror Radius, and Red Stain.","{'0': ['16'], '2': ['80', '70', '60']}",35,images/Perks/Wales/iconPerks_trailOfTorment.png
Unnerving_Presence,,268435456,Unnerving Presence,Killer,Your presence alone instills great fear.<br><br>Survivors within your Terror Radius have a {0}% greater chance of triggering Skill Checks when repairing or healing. Triggered Skill Checks' success zones are reduced by {1}%.,"[['10'], ['40', '50', '60']]",30,images/Perks/iconPerks_unnervingPresence.png
Unrelenting,,,Unrelenting,Killer,You recuperate faster from missed attacks made with your main weapon. The cooldown after missed <i>basic attacks</i> is reduced by {0}%.,"[['20', '25', '30']]",,images/Perks/iconPerks_unrelenting.png
Up_The_Ante,6,,Up the Ante,Survivor,"All will be well in the end; you just know it. Your confidence strengthens the feeling of hope for those around you. For each other Survivor still alive, grant a {0}% bonus of luck to all remaining Survivors.","[['1', '2', '3']]",35,images/Perks/DLC3/iconPerks_upTheAnte.png
Urban_Evasion,4,,Urban Evasion,Survivor,Years of evading the cops taught you a thing or two about stealth. Your movement speed while crouching is increased by {0}%.,"[['90', '95', '100']]",35,images/Perks/iconPerks_urbanEvasion.png
Vigil,11,,Vigil,Survivor,"You look over your friends even in dire situations. You and your allies within a {0} meter range recover from the <b>Blindness, Broken, Exhausted, Exposed, Hemorrhage, Hindered</b> and <b>Oblivious</b> status effects {1}% faster. Once out of range, this effect persists for {2} seconds.","[['8'], ['20', '25', '30'], ['15']]",40,images/Perks/England/iconPerks_vigil.png
Visionary,22,,Visionary,Survivor,"You’re remarkably focused on your means of escape.<br><br>You see generator’s auras within {0} meters.<br><br>Anytime a generator is completed, <i>Visionary</i> is disabled for {1} seconds.","[['32'], ['20', '18', '16']]",30,images/Perks/Yemen/iconPerks_visionary.png
WakeUp,11,,Wake Up!,Survivor,"Unlocks potential in one's aura reading ability. Once all generators are powered, exit gates are revealed to you within a {0} meter range. While opening the exit gates, reveal your aura to other Survivors up to {1} meters.<br><br>While <i>Wake Up!</i> is active, you open the exit gates {2}% faster.","[['128'], ['128'], ['15', '20', '25']]",30,images/Perks/England/iconPerks_wakeUp.png
WellMakeIt,,,We'll make it,Survivor,"Helping others heightens your morale.<br><br>When you rescue a Survivor from a hook, gain a {0}% speed increase while healing others for {1} seconds.","[['100'], ['30', '60', '90']]",,images/Perks/iconPerks_wellMakeIt.png
WereGonnaLiveForever,9,,We're Gonna Live Forever,Survivor,"Your few friends deserve the best protection.<br><br>When healing another Survivor in the dying state, your healing speed is increased by 100%.<br><br>Additionally, performing any of the following actions activates this perk's secondary function:<li>Perform a Safe Hook Rescue</li><li>Take a hit to protect a Survivor</li><li>Rescue a Survivor by stunning the Killer with a pallet</li><li>Rescue a Survivor by blinding the Killer with a Flashlight</li>When this perk's secondary function is active, healing another Survivor out of the dying state grants them <b>Endurance</b> for {0} seconds and deactivates the secondary function.<br><br>Endurance prevents a Survivor from being downed, inflicting Deep Wound instead.<br><br>Deep Wound will put a Survivor in the dying state unless it is mended before the timer runs out.","[['6', '8', '10']]",30,images/Perks/DLC5/iconPerks_WereGonnaLiveForever.png
Whispers,,,Whispers,Killer,You have a rudimentary understanding of The Entity's voice.<br><br>Sporadically hear The Entity's whisper when standing within a {0} meter range of a Survivor.,"[['48', '40', '32']]",,images/Perks/iconPerks_whispers.png
WindowsOfOpportunity,10,,Windows of Opportunity,Survivor,"Unlocks potential in one's aura reading ability. Auras of pallets, breakable walls, and vault locations are revealed to you when within a {0} meter range.","[['24', '28', '32'], ['30', '25', '20']]",35,images/Perks/Kate/iconPerks_windowsOfOpportunity.png
ZanshinTactics,,268435473,Zanshin Tactics,Killer,"Unlocks potential in one's aura reading ability. You are mentally alert and aware of key points on the battlefield.<br><br>The auras of all pallets, breakable walls, and vault locations are revealed to you within a {0} meter range.","[['24', '28', '32']]",30,images/Perks/Sweden/iconPerks_zanshinTactics.png
